Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	Experiment	HLA_Risk_Class	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collection_date	data_type	flowcell_barcode	geo_loc_name	host	host_subject_id	instrument_name	lane	lat_lon	library_type	product_order	product_part_number	read_group_id	run_barcode	run_name	sex	source_name	tissue	treatment	work_request
AMPLICON		519	PRJNA604850	SAMN14000530	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709831		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	4576_1_T3_16S	2020-02-11	19	10	human metagenome	ILLUMINA	2020-02-11	SRR11069600	SRS6133294	SRP248292	4576_1_T3_16S	2014-07-09			Australia: SA	Homo sapiens	4576			not collected											
AMPLICON		518	PRJNA604850	SAMN14000529	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709830		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	2763_1_T1_16S	2020-02-11	34	19	human metagenome	ILLUMINA	2020-02-11	SRR11069247	SRS6133295	SRP248292	2763_1_T1_16S	2014-04-29			Australia: SA	Homo sapiens	2763			not collected											
AMPLICON		519	PRJNA604850	SAMN14000531	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709832		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	9557_2_T2_16S	2020-02-11	29	16	human metagenome	ILLUMINA	2020-02-11	SRR11069599	SRS6133296	SRP248292	9557_2_T2_16S	2016-01-22			Australia: SA	Homo sapiens	9557			not collected											
AMPLICON		521	PRJNA604850	SAMN14000532	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709833		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	0149_1_T2_16S	2020-02-11	20	11	human metagenome	ILLUMINA	2020-02-11	SRR11069598	SRS6133297	SRP248292	0149_1_T2_16S	2016-03-31			Australia: WA	Homo sapiens	149			not collected											
AMPLICON		521	PRJNA604850	SAMN14000533	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709834		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	0149_1_T3_16S	2020-02-11	26	14	human metagenome	ILLUMINA	2020-02-11	SRR11069597	SRS6133298	SRP248292	0149_1_T3_16S	2016-06-02			Australia: WA	Homo sapiens	149			not collected											
AMPLICON		521	PRJNA604850	SAMN14000534	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709835		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	8915_2_T3_16S	2020-02-11	23	13	human metagenome	ILLUMINA	2020-02-11	SRR11069596	SRS6133299	SRP248292	8915_2_T3_16S	2015-12-02			Australia: SA	Homo sapiens	8915			not collected											
AMPLICON		521	PRJNA604850	SAMN14000535	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709836		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	7122_2_T2_16S	2020-02-11	26	14	human metagenome	ILLUMINA	2020-02-11	SRR11069595	SRS6133300	SRP248292	7122_2_T2_16S	2015-10-22			Australia: SA	Homo sapiens	7122			not collected											
AMPLICON		519	PRJNA604850	SAMN14000536	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709837		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	4576_2_T3_16S	2020-02-11	6	3	human metagenome	ILLUMINA	2020-02-11	SRR11069594	SRS6133301	SRP248292	4576_2_T3_16S	2016-05-05			Australia: SA	Homo sapiens	4576			not collected											
AMPLICON		519	PRJNA604850	SAMN14000456	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709838		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	5856_1_T2_16S	2020-02-11	39	21	human metagenome	ILLUMINA	2020-02-11	SRR11069593	SRS6133302	SRP248292	5856_1_T2_16S	2015-03-30			Australia: QLD	Homo sapiens	5856			not collected											
AMPLICON		518	PRJNA604850	SAMN14000537	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709839		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	1100_1_T1_16S	2020-02-11	23	12	human metagenome	ILLUMINA	2020-02-11	SRR11069592	SRS6133303	SRP248292	1100_1_T1_16S	2015-09-04			Australia: VIC	Homo sapiens	1100			not collected											
AMPLICON		519	PRJNA604850	SAMN14000538	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709840		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	8915_2_T2_16S	2020-02-11	15	8	human metagenome	ILLUMINA	2020-02-11	SRR11069591	SRS6133304	SRP248292	8915_2_T2_16S	2015-08-26			Australia: SA	Homo sapiens	8915			not collected											
AMPLICON		519	PRJNA604850	SAMN14000539	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709841		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	4254_1_T3_16S	2020-02-11	12	7	human metagenome	ILLUMINA	2020-02-11	SRR11069590	SRS6133305	SRP248292	4254_1_T3_16S	2013-07-10			Australia: SA	Homo sapiens	4254			not collected											
AMPLICON		519	PRJNA604850	SAMN14000540	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709842		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	6881_1_T2_16S	2020-02-11	10	5	human metagenome	ILLUMINA	2020-02-11	SRR11069589	SRS6133306	SRP248292	6881_1_T2_16S	2013-05-22			Australia: SA	Homo sapiens	6881			not collected											
AMPLICON		517	PRJNA604850	SAMN14000541	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709843		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	3755_1_T3_16S	2020-02-11	13	6	human metagenome	ILLUMINA	2020-02-11	SRR11069588	SRS6133307	SRP248292	3755_1_T3_16S	2013-05-15			Australia: SA	Homo sapiens	3755			not collected											
AMPLICON		522	PRJNA604850	SAMN14000542	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709844		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	9557_1_T2_16S	2020-02-11	8	4	human metagenome	ILLUMINA	2020-02-11	SRR11069587	SRS6133308	SRP248292	9557_1_T2_16S	2013-07-31			Australia: SA	Homo sapiens	9557			not collected											
AMPLICON		513	PRJNA604850	SAMN14000543	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709845		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	2972_1_T3_16S	2020-02-11	9	5	human metagenome	ILLUMINA	2020-02-11	SRR11069586	SRS6133309	SRP248292	2972_1_T3_16S	2013-04-19			Australia: SA	Homo sapiens	2972			not collected											
AMPLICON		519	PRJNA604850	SAMN14000544	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709846		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	1849_1_T1_16S	2020-02-11	16	8	human metagenome	ILLUMINA	2020-02-11	SRR11069585	SRS6133310	SRP248292	1849_1_T1_16S	2013-02-21			Australia: SA	Homo sapiens	1849			not collected											
AMPLICON		519	PRJNA604850	SAMN14000545	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709847		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	1849_1_T2_16S	2020-02-11	13	6	human metagenome	ILLUMINA	2020-02-11	SRR11069584	SRS6133311	SRP248292	1849_1_T2_16S	2013-05-23			Australia: SA	Homo sapiens	1849			not collected											
AMPLICON		514	PRJNA604850	SAMN14000546	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7709848		0	Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	1849_1_T3_16S	2020-02-11	15	7	human metagenome	ILLUMINA	2020-02-11	SRR11069583	SRS6133312	SRP248292	1849_1_T3_16S	2013-08-14			Australia: SA	Homo sapiens	1849			not collected											
WGS		299	PRJNA604850	SAMN14001054	MIGS/MIMS/MIMARKS.human-gut	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710580		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	0378_2_T1_M	2020-02-12	6522	2127	human metagenome	ILLUMINA	2020-02-12	SRR11070429	SRS6133996	SRP248292	0378_2_T1_M	2016-03-31			Australia: WA	Homo sapiens	378			not collected											
WGS		298	PRJNA604850	SAMN14001055	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710581		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	0378_2_T2_M	2020-02-12	5705	1954	human metagenome	ILLUMINA	2020-02-12	SRR11070428	SRS6133997	SRP248292	0378_2_T2_M	2016-06-23			Australia: WA	Homo sapiens	378			not collected											
WGS		299	PRJNA604850	SAMN14001064	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710582		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	0940_1_T2_M	2020-02-12	7072	2283	human metagenome	ILLUMINA	2020-02-12	SRR11070427	SRS6133998	SRP248292	0940_1_T2_M	2016-07-05			Australia: SA	Homo sapiens	940			not collected											
WGS		299	PRJNA604850	SAMN14001065	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710583		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	0940_1_T3_M	2020-02-12	4681	1543	human metagenome	ILLUMINA	2020-02-12	SRR11070426	SRS6133999	SRP248292	0940_1_T3_M	2016-09-27			Australia: SA	Homo sapiens	940			not collected											
WGS		299	PRJNA604850	SAMN14001066	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710584		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1003_1_T1_M	2020-02-12	5861	1937	human metagenome	ILLUMINA	2020-02-12	SRR11070425	SRS6134000	SRP248292	1003_1_T1_M	2016-10-11			Australia: QLD	Homo sapiens	1003			not collected											
WGS		299	PRJNA604850	SAMN14001067	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710585		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1003_1_T2_M	2020-02-12	6519	2131	human metagenome	ILLUMINA	2020-02-12	SRR11070424	SRS6134001	SRP248292	1003_1_T2_M	2016-12-06			Australia: QLD	Homo sapiens	1003			not collected											
WGS		300	PRJNA604850	SAMN14001068	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710586		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1003_1_T3_M	2020-02-12	7217	2330	human metagenome	ILLUMINA	2020-02-12	SRR11070423	SRS6134002	SRP248292	1003_1_T3_M	2017-02-28			Australia: QLD	Homo sapiens	1003			not collected											
WGS		299	PRJNA604850	SAMN14001069	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710587		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1119_1_T1_M	2020-02-12	7952	2545	human metagenome	ILLUMINA	2020-02-12	SRR11070422	SRS6134003	SRP248292	1119_1_T1_M	2017-06-08			Australia: SA	Homo sapiens	1119			not collected											
WGS		300	PRJNA604850	SAMN14001070	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710588		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1119_1_T2_M	2020-02-12	8018	2583	human metagenome	ILLUMINA	2020-02-12	SRR11070421	SRS6134004	SRP248292	1119_1_T2_M	2017-08-16			Australia: SA	Homo sapiens	1119			not collected											
WGS		299	PRJNA604850	SAMN14001071	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710589		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1119_1_T3_M	2020-02-12	7686	2493	human metagenome	ILLUMINA	2020-02-12	SRR11070420	SRS6134005	SRP248292	1119_1_T3_M	2017-10-10			Australia: SA	Homo sapiens	1119			not collected											
WGS		297	PRJNA604850	SAMN14001072	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710590		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1520_1_T1_M	2020-02-12	3419	1161	human metagenome	ILLUMINA	2020-02-12	SRR11070419	SRS6134006	SRP248292	1520_1_T1_M	2016-05-27			Australia: NSW	Homo sapiens	1520			not collected											
WGS		299	PRJNA604850	SAMN14001073	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710591		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1520_1_T2_M	2020-02-12	5921	1957	human metagenome	ILLUMINA	2020-02-12	SRR11070418	SRS6134007	SRP248292	1520_1_T2_M	2016-08-05			Australia: NSW	Homo sapiens	1520			not collected											
WGS		299	PRJNA604850	SAMN14001056	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710592		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	0378_2_T3_M	2020-02-12	5992	1977	human metagenome	ILLUMINA	2020-02-12	SRR11070417	SRS6134008	SRP248292	0378_2_T3_M	2016-09-19			Australia: WA	Homo sapiens	378			not collected											
WGS		299	PRJNA604850	SAMN14001074	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710593		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1520_1_T3_M	2020-02-12	6186	2095	human metagenome	ILLUMINA	2020-02-12	SRR11070416	SRS6134009	SRP248292	1520_1_T3_M	2016-10-28			Australia: NSW	Homo sapiens	1520			not collected											
WGS		298	PRJNA604850	SAMN14001075	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710594		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1567_2_T1_M	2020-02-12	6368	2093	human metagenome	ILLUMINA	2020-02-12	SRR11070415	SRS6134010	SRP248292	1567_2_T1_M	2016-11-29			Australia: QLD	Homo sapiens	1567			not collected											
WGS		299	PRJNA604850	SAMN14001076	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710595		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1567_2_T2_M	2020-02-12	4860	1573	human metagenome	ILLUMINA	2020-02-12	SRR11070414	SRS6134011	SRP248292	1567_2_T2_M	2017-03-16			Australia: QLD	Homo sapiens	1567			not collected											
WGS		300	PRJNA604850	SAMN14001077	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710596		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1567_2_T3_M	2020-02-12	7965	2549	human metagenome	ILLUMINA	2020-02-12	SRR11070413	SRS6134012	SRP248292	1567_2_T3_M	2017-06-20			Australia: QLD	Homo sapiens	1567			not collected											
WGS		298	PRJNA604850	SAMN14001078	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710597		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1639_1_T1_M	2020-02-12	6897	2240	human metagenome	ILLUMINA	2020-02-12	SRR11070412	SRS6134013	SRP248292	1639_1_T1_M	2017-04-06			Australia: SA	Homo sapiens	1639			not collected											
WGS		297	PRJNA604850	SAMN14001079	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710598		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1639_1_T2_M	2020-02-12	5925	1913	human metagenome	ILLUMINA	2020-02-12	SRR11070411	SRS6134014	SRP248292	1639_1_T2_M	2017-07-04			Australia: SA	Homo sapiens	1639			not collected											
WGS		299	PRJNA604850	SAMN14001080	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710599		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1639_1_T3_M	2020-02-12	6217	2066	human metagenome	ILLUMINA	2020-02-12	SRR11070410	SRS6134015	SRP248292	1639_1_T3_M	2017-09-17			Australia: SA	Homo sapiens	1639			not collected											
WGS		299	PRJNA604850	SAMN14001081	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710600		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1849_1_T1_M	2020-02-12	5739	1858	human metagenome	ILLUMINA	2020-02-12	SRR11070409	SRS6134016	SRP248292	1849_1_T1_M	2013-02-21			Australia: SA	Homo sapiens	1849			not collected											
WGS		299	PRJNA604850	SAMN14001082	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710601		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1849_1_T2_M	2020-02-12	6091	1970	human metagenome	ILLUMINA	2020-02-12	SRR11070408	SRS6134017	SRP248292	1849_1_T2_M	2013-05-23			Australia: SA	Homo sapiens	1849			not collected											
WGS		299	PRJNA604850	SAMN14001083	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710602		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	1849_1_T3_M	2020-02-12	4986	1631	human metagenome	ILLUMINA	2020-02-12	SRR11070407	SRS6134018	SRP248292	1849_1_T3_M	2013-08-14			Australia: SA	Homo sapiens	1849			not collected											
WGS		299	PRJNA604850	SAMN14001057	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710603		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	0523_1_T1_M	2020-02-12	6815	2196	human metagenome	ILLUMINA	2020-02-12	SRR11070406	SRS6134019	SRP248292	0523_1_T1_M	2017-05-24			Australia: SA	Homo sapiens	523			not collected											
WGS		299	PRJNA604850	SAMN14001084	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710604		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	2778_1_T1_M	2020-02-12	6606	2123	human metagenome	ILLUMINA	2020-02-12	SRR11070405	SRS6134020	SRP248292	2778_1_T1_M	2016-08-04			Australia: QLD	Homo sapiens	2778			not collected											
WGS		300	PRJNA604850	SAMN14001085	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710605		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	2778_1_T2_M	2020-02-12	7894	2592	human metagenome	ILLUMINA	2020-02-12	SRR11070404	SRS6134021	SRP248292	2778_1_T2_M	2016-10-11			Australia: QLD	Homo sapiens	2778			not collected											
WGS		299	PRJNA604850	SAMN14001086	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710606		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	2778_1_T3_M	2020-02-12	3262	1074	human metagenome	ILLUMINA	2020-02-12	SRR11070403	SRS6134022	SRP248292	2778_1_T3_M	2017-02-01			Australia: QLD	Homo sapiens	2778			not collected											
WGS		299	PRJNA604850	SAMN14001087	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710607		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	4287_1_T1_M	2020-02-12	5727	1903	human metagenome	ILLUMINA	2020-02-12	SRR11070402	SRS6134023	SRP248292	4287_1_T1_M	2017-04-02			Australia: QLD	Homo sapiens	4287			not collected											
WGS		299	PRJNA604850	SAMN14001088	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710608		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	4287_1_T2_M	2020-02-12	2894	945	human metagenome	ILLUMINA	2020-02-12	SRR11070401	SRS6134024	SRP248292	4287_1_T2_M	2017-05-12			Australia: QLD	Homo sapiens	4287			not collected											
WGS		299	PRJNA604850	SAMN14001089	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710609		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	4287_1_T3_M	2020-02-12	7240	2292	human metagenome	ILLUMINA	2020-02-12	SRR11070400	SRS6134025	SRP248292	4287_1_T3_M	2017-07-26			Australia: QLD	Homo sapiens	4287			not collected											
WGS		299	PRJNA604850	SAMN14001090	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710610		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	4576_1_T1_M	2020-02-12	6774	2220	human metagenome	ILLUMINA	2020-02-12	SRR11070399	SRS6134026	SRP248292	4576_1_T1_M	2014-03-12			Australia: SA	Homo sapiens	4576			not collected											
WGS		299	PRJNA604850	SAMN14001091	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710611		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	4576_1_T2_M	2020-02-12	6638	2156	human metagenome	ILLUMINA	2020-02-12	SRR11070398	SRS6134027	SRP248292	4576_1_T2_M	2014-05-07			Australia: SA	Homo sapiens	4576			not collected											
WGS		296	PRJNA604850	SAMN14001121	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710612		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	6951_1_T2_M	2020-02-12	5067	1671	human metagenome	ILLUMINA	2020-02-12	SRR11070397	SRS6134028	SRP248292	6951_1_T2_M	2017-02-21			Australia: SA	Homo sapiens	6951			not collected											
WGS		299	PRJNA604850	SAMN14001122	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710613		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	6951_1_T3_M	2020-02-12	6455	2106	human metagenome	ILLUMINA	2020-02-12	SRR11070396	SRS6134029	SRP248292	6951_1_T3_M	2017-05-08			Australia: SA	Homo sapiens	6951			not collected											
WGS		298	PRJNA604850	SAMN14001123	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710614		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	7497_1_T1_M	2020-02-12	4194	1417	human metagenome	ILLUMINA	2020-02-12	SRR11070395	SRS6134030	SRP248292	7497_1_T1_M	2016-08-22			Australia: VIC	Homo sapiens	7497			not collected											
WGS		297	PRJNA604850	SAMN14001061	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710615		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	0720_2_T2_M	2020-02-12	3856	1269	human metagenome	ILLUMINA	2020-02-12	SRR11070394	SRS6134031	SRP248292	0720_2_T2_M	2017-04-06			Australia: NSW	Homo sapiens	720			not collected											
WGS		299	PRJNA604850	SAMN14001124	MIMS.me	THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESARCH	public	fastq run.zq sra	gs s3	gs.US s3.us-east-1		SRX7710616		0	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	7497_1_T2_M	2020-02-12	5029	1694	human metagenome	ILLUMINA	2020-02-12	SRR11070393	SRS6134032	SRP248292	7497_1_T2_M	2016-11-29			Australia: VIC	Homo sapiens	7497			not collected											
